step, task, epoch, num_class, num_instance, loss, acc1, acc5, accs, 
0, 0, 0, 10, 50, 2.3017005125681558, 10.677083333333334, 44.791666666666664, 0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/1.0/0.0, 
1, 0, 1, 10, 50, 2.2984492778778076, 9.375, 60.15625, 0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/1.0/0.0, 
2, 0, 2, 10, 50, 2.289077123006185, 16.40625, 71.09375, 0.0/0.5952380952380952/0.0/0.02631578947368421/0.0/0.0/0.0/0.0/1.0/0.0, 
3, 0, 3, 10, 50, 2.2756568590799966, 29.6875, 68.22916666666667, 0.0/0.8571428571428571/0.0/0.2926829268292683/0.0/0.0/0.0/1.0/0.918918918918919/0.0, 
4, 0, 4, 10, 50, 2.244793256123861, 28.385416666666668, 77.08333333333333, 0.0/0.28205128205128205/0.0/1.0/0.0/0.0/0.0/1.0/0.1388888888888889/0.38461538461538464, 
5, 0, 5, 10, 50, 2.2040409247080484, 30.729166666666668, 83.85416666666667, 0.0/0.0/0.0/1.0/0.0/0.0/0.0/1.0/0.0/1.0, 
6, 0, 6, 10, 50, 2.145667870839437, 28.90625, 79.6875, 0.0/0.0/0.0/1.0/0.0/0.0/0.0/1.0/0.0/0.9285714285714286, 
7, 0, 7, 10, 50, 2.047701040903727, 29.166666666666668, 80.20833333333333, 0.0/0.0/0.0/1.0/0.0/0.0/0.0/1.0/0.0/0.9411764705882353, 
8, 0, 8, 10, 50, 1.9437321821848552, 29.427083333333332, 81.51041666666667, 0.0/0.0/0.0/1.0/0.0/0.0/0.0/1.0/0.0/0.9743589743589743, 
9, 0, 9, 10, 50, 1.8281145095825195, 31.25, 87.76041666666667, 0.0/0.0/0.0/1.0/0.0/0.0/0.0/1.0/0.20930232558139536/0.825, 
10, 0, 10, 10, 50, 1.7571711937586467, 28.90625, 93.22916666666667, 0.0/0.0/0.0/1.0/0.0/0.0/0.027777777777777776/1.0/0.42857142857142855/0.5, 
11, 0, 11, 10, 50, 1.6728312969207764, 42.708333333333336, 95.57291666666667, 0.7837837837837838/0.06976744186046512/0.0/0.18421052631578946/0.0/0.5897435897435898/0.4594594594594595/1.0/0.6666666666666666/0.5, 
12, 0, 12, 10, 50, 1.6331381400426228, 40.885416666666664, 90.10416666666667, 0.2727272727272727/0.9487179487179487/0.0/0.0/0.05714285714285714/0.7948717948717948/0.0/1.0/1.0/0.02702702702702703, 
13, 0, 13, 10, 50, 1.588605562845866, 40.364583333333336, 92.96875, 0.5789473684210527/1.0/0.14285714285714285/0.0/0.0/0.225/0.0/1.0/1.0/0.0, 
14, 0, 14, 10, 50, 1.5161844491958618, 38.020833333333336, 99.47916666666667, 0.13513513513513514/1.0/0.39473684210526316/0.0/0.07692307692307693/0.07894736842105263/0.0/1.0/1.0/0.0, 
15, 0, 15, 10, 50, 1.4807275136311848, 53.385416666666664, 99.47916666666667, 0.15/1.0/0.8421052631578947/0.0/0.7619047619047619/0.5714285714285714/0.0/1.0/1.0/0.06976744186046512, 
16, 0, 16, 10, 50, 1.428280274073283, 56.770833333333336, 99.21875, 0.0/0.8157894736842105/0.9/0.0/1.0/0.39473684210526316/0.15/1.0/0.875/0.575, 
17, 0, 17, 10, 50, 2.1827491919199624, 29.6875, 71.875, 0.07317073170731707/0.25/0.10810810810810811/0.0/0.2857142857142857/0.0/0.5384615384615384/0.6666666666666666/0.4523809523809524/0.5833333333333334, 
18, 0, 18, 10, 50, 2.6727327505747476, 9.895833333333334, 48.958333333333336, 0.0/0.0/0.0/0.0/0.0/0.0/1.0/0.0/0.0/0.0, 
19, 0, 19, 10, 50, 2.5051881472269693, 9.635416666666666, 49.479166666666664, 0.0/0.0/0.0/0.0/0.0/0.0/1.0/0.0/0.0/0.0, 
20, 0, 20, 10, 50, 2.2911696434020996, 20.052083333333332, 69.79166666666667, 0.2631578947368421/0.3/0.0/0.0/0.0/0.0/0.975609756097561/0.0/0.15/0.23076923076923078, 
21, 0, 21, 10, 50, 2.219303528467814, 21.09375, 75.26041666666667, 0.09523809523809523/0.0/0.9487179487179487/0.0/0.0/0.0/0.0/0.0/0.7857142857142857/0.21212121212121213, 
22, 0, 22, 10, 50, 2.190906365712484, 20.572916666666668, 55.208333333333336, 0.0/0.0/1.0/0.0/0.0/0.0/0.0/0.0/1.0/0.0, 
23, 0, 23, 10, 50, 2.1755974292755127, 20.3125, 50.260416666666664, 0.0/0.0/1.0/0.0/0.0/0.0/0.0/0.0/1.0/0.0, 
24, 0, 24, 10, 50, 2.12836488087972, 20.3125, 51.041666666666664, 0.0/0.0/1.0/0.0/0.0/0.0/0.0/0.0/1.0/0.0, 
25, 0, 25, 10, 50, 2.086021661758423, 21.354166666666668, 63.020833333333336, 0.0/0.5294117647058824/0.7567567567567568/0.0/0.0/0.0/0.0/0.0/1.0/0.0, 
26, 0, 26, 10, 50, 2.0555349588394165, 29.427083333333332, 91.14583333333333, 0.0/1.0/0.029411764705882353/0.8974358974358975/0.0/0.0/0.0/0.0/1.0/0.0, 
27, 0, 27, 10, 50, 2.028677463531494, 21.614583333333332, 98.69791666666667, 0.0/0.02631578947368421/0.0/1.0/0.0/0.0/0.0/0.0/1.0/0.0, 
28, 0, 28, 10, 50, 2.027483065923055, 19.791666666666668, 88.54166666666667, 0.0/0.0/0.0/1.0/0.0/0.0/0.0/0.07894736842105263/1.0/0.0, 
29, 0, 29, 10, 50, 2.005964438120524, 26.302083333333332, 90.10416666666667, 0.0/0.0/0.0/1.0/0.0/0.0/0.0/0.6756756756756757/1.0/0.0, 
30, 0, 30, 10, 50, 1.987839937210083, 32.552083333333336, 94.53125, 0.0/0.0/0.0/1.0/0.0/0.0/0.2702702702702703/1.0/1.0/0.0, 
31, 0, 31, 10, 50, 1.989457368850708, 42.708333333333336, 97.39583333333333, 0.1282051282051282/0.0/0.022222222222222223/0.475/0.0/0.75/1.0/1.0/1.0/0.0, 
32, 0, 32, 10, 50, 1.9741491079330444, 49.739583333333336, 90.88541666666667, 0.358974358974359/0.0/0.6511627906976745/0.0/0.0/0.7560975609756098/1.0/1.0/0.6285714285714286/0.5263157894736842, 
33, 0, 33, 10, 50, 1.951789657274882, 48.958333333333336, 89.84375, 0.21052631578947367/0.0/0.9166666666666666/0.0/0.0/0.5853658536585366/1.0/1.0/0.0/1.0, 
34, 0, 34, 10, 50, 1.9608583450317383, 44.791666666666664, 90.10416666666667, 0.09302325581395349/0.0/0.9761904761904762/0.0/0.0/0.47058823529411764/1.0/1.0/0.0/1.0, 
35, 0, 35, 10, 50, 1.9306406577428181, 45.052083333333336, 99.21875, 0.03333333333333333/0.0/1.0/0.0/0.0/0.1951219512195122/1.0/1.0/0.0/1.0, 
36, 0, 36, 10, 50, 1.930203119913737, 40.364583333333336, 95.57291666666667, 0.0/0.0/1.0/0.0/0.0/0.0/1.0/1.0/0.0/1.0, 
37, 0, 37, 10, 50, 1.9249215523401897, 39.84375, 92.70833333333333, 0.0/0.0/1.0/0.0/0.0/0.02564102564102564/1.0/1.0/0.0/1.0, 
38, 0, 38, 10, 50, 1.9147773186365764, 42.708333333333336, 91.14583333333333, 0.0/0.0/1.0/0.0/0.0/0.2222222222222222/1.0/1.0/0.0/1.0, 
39, 0, 39, 10, 50, 1.8976487318674724, 45.052083333333336, 89.58333333333333, 0.0/0.14285714285714285/1.0/0.0/0.0/0.3055555555555556/1.0/1.0/0.0/1.0, 
40, 0, 40, 10, 50, 1.8950177431106567, 51.041666666666664, 91.92708333333333, 0.05714285714285714/0.8064516129032258/0.9459459459459459/0.0/0.0/0.34285714285714286/1.0/1.0/0.0/1.0, 
41, 0, 41, 10, 50, 1.8971409400304158, 51.302083333333336, 97.13541666666667, 0.1111111111111111/0.9487179487179487/0.8536585365853658/0.0/0.0/0.16216216216216217/1.0/1.0/0.0/1.0, 
42, 0, 42, 10, 50, 1.8947322765986125, 53.385416666666664, 98.4375, 0.10256410256410256/0.9565217391304348/0.8780487804878049/0.0/0.0/0.17647058823529413/1.0/1.0/0.0/1.0, 
43, 0, 43, 10, 50, 1.8951382239659627, 48.177083333333336, 99.21875, 0.025/1.0/0.8285714285714286/0.0/0.0/0.075/1.0/1.0/0.0/1.0, 
44, 0, 44, 10, 50, 1.8892896970113118, 50.78125, 99.47916666666667, 0.0/1.0/0.868421052631579/0.0/0.0/0.20512820512820512/1.0/1.0/0.0/1.0, 
45, 0, 45, 10, 50, 1.883570631345113, 51.302083333333336, 99.21875, 0.05128205128205128/1.0/0.7948717948717948/0.0/0.0/0.24324324324324326/1.0/1.0/0.0/1.0, 
46, 0, 46, 10, 50, 1.8816476265589397, 51.302083333333336, 100.0, 0.14285714285714285/1.0/0.84375/0.0/0.0/0.2894736842105263/1.0/1.0/0.0/1.0, 
47, 0, 47, 10, 50, 1.8799779812494914, 53.90625, 99.21875, 0.20512820512820512/1.0/0.7631578947368421/0.0/0.0/0.2777777777777778/1.0/1.0/0.0/1.0, 
48, 0, 48, 10, 50, 1.8954012393951416, 53.385416666666664, 99.21875, 0.2972972972972973/1.0/0.8048780487804879/0.0/0.0/0.23255813953488372/1.0/1.0/0.0/1.0, 
49, 0, 49, 10, 50, 1.889752745628357, 52.34375, 99.47916666666667, 0.2857142857142857/1.0/0.7368421052631579/0.0/0.0/0.3/1.0/1.0/0.0/1.0, 
50, 1, 0, 10, 100, 1.8792782170431954, 45.3125, 97.43303571428571, 0.022988505747126436/1.0/0.7111111111111111/0.0/0.0/0.034482758620689655/0.8777777777777778/1.0/0.3763440860215054/0.4883720930232558, 
51, 1, 1, 10, 100, 1.8399057728903634, 43.526785714285715, 96.76339285714286, 0.5638297872340425/0.27472527472527475/0.22988505747126436/0.3068181818181818/0.8421052631578947/0.17204301075268819/0.07526881720430108/1.0/0.6506024096385542/0.2289156626506024, 
52, 1, 2, 10, 100, 1.7574456589562553, 40.17857142857143, 94.08482142857143, 0.7555555555555555/0.07865168539325842/0.14583333333333334/0.0/0.5113636363636364/0.01098901098901099/0.4883720930232558/1.0/0.5287356321839081/0.5529411764705883, 
53, 1, 3, 10, 100, 1.6863962241581507, 36.495535714285715, 88.28125, 0.0/0.10869565217391304/1.0/0.19101123595505617/0.0/0.23404255319148937/0.29347826086956524/1.0/0.6627906976744186/0.2247191011235955, 
54, 1, 4, 10, 100, 1.6293371404920305, 38.392857142857146, 92.29910714285714, 0.38636363636363635/0.45977011494252873/0.04395604395604396/0.0/0.5760869565217391/0.4065934065934066/0.0/1.0/0.0/1.0, 
55, 1, 5, 10, 100, 1.5803923606872559, 39.285714285714285, 94.41964285714286, 0.5106382978723404/0.0/0.3125/0.1375/0.5795454545454546/0.40217391304347827/0.0/1.0/0.8089887640449438/0.11494252873563218, 
56, 1, 6, 10, 100, 1.548514655658177, 43.41517857142857, 94.86607142857143, 0.1111111111111111/0.2727272727272727/0.8695652173913043/0.0/0.0/0.13333333333333333/0.9270833333333334/1.0/0.28888888888888886/0.6818181818181818, 
57, 1, 7, 10, 100, 1.4999800750187464, 44.53125, 96.54017857142857, 0.14130434782608695/0.5164835164835165/0.21428571428571427/0.0/0.0/0.8292682926829268/0.3888888888888889/1.0/0.7659574468085106/0.5591397849462365, 
58, 1, 8, 10, 100, 1.4932772772652763, 48.88392857142857, 91.62946428571429, 0.4777777777777778/0.550561797752809/0.4827586206896552/0.0/1.0/0.010752688172043012/0.1111111111111111/1.0/0.2261904761904762/1.0, 
59, 1, 9, 10, 100, 1.4606431722640991, 54.6875, 97.54464285714286, 0.5978260869565217/0.28888888888888886/0.5280898876404494/0.011627906976744186/0.7473684210526316/0.6666666666666666/0.5454545454545454/1.0/0.3409090909090909/0.7, 
60, 1, 10, 10, 100, 1.444804310798645, 51.674107142857146, 93.75, 0.08045977011494253/0.6071428571428571/0.7303370786516854/0.3118279569892473/0.6067415730337079/0.23863636363636365/0.5684210526315789/1.0/0.0/1.0, 
61, 1, 11, 10, 100, 1.397679397038051, 60.60267857142857, 97.99107142857143, 0.6931818181818182/0.4318181818181818/0.75/0.5517241379310345/0.0/0.7157894736842105/0.4482758620689655/1.0/0.5652173913043478/0.8791208791208791, 
62, 1, 12, 10, 100, 1.3835896934781755, 48.214285714285715, 94.97767857142857, 0.5909090909090909/0.23595505617977527/0.3595505617977528/0.054945054945054944/0.8522727272727273/0.5604395604395604/0.14444444444444443/1.0/1.0/0.03333333333333333, 
63, 1, 13, 10, 100, 1.355697751045227, 50.669642857142854, 97.43303571428571, 0.0/0.7956989247311828/0.6022727272727273/0.7701149425287356/0.010752688172043012/0.22988505747126436/0.5333333333333333/1.0/0.5176470588235295/0.6304347826086957, 
64, 1, 14, 10, 100, 1.3041281700134277, 52.232142857142854, 98.54910714285714, 0.8977272727272727/0.25/0.45555555555555555/0.0/1.0/0.4942528735632184/0.08695652173913043/1.0/0.0/1.0, 
65, 1, 15, 10, 100, 1.2663075072424752, 55.357142857142854, 99.44196428571429, 0.031914893617021274/0.6875/0.9101123595505618/0.3763440860215054/0.34444444444444444/0.5111111111111111/0.6823529411764706/1.0/0.7340425531914894/0.32978723404255317, 
66, 1, 16, 10, 100, 1.2437033993857247, 58.816964285714285, 100.0, 0.8461538461538461/0.17582417582417584/0.782608695652174/0.8020833333333334/0.6395348837209303/0.47674418604651164/0.15217391304347827/1.0/1.0/0.0, 
67, 1, 17, 10, 100, 1.196829080581665, 67.52232142857143, 98.66071428571429, 0.5393258426966292/1.0/0.8571428571428571/0.023529411764705882/1.0/0.9157894736842105/0.28888888888888886/1.0/0.26136363636363635/0.8351648351648352, 
68, 1, 18, 10, 100, 1.1746938739504134, 56.808035714285715, 99.77678571428571, 0.21839080459770116/0.6813186813186813/0.9318181818181818/0.6373626373626373/0.2826086956521739/0.4725274725274725/0.37894736842105264/1.0/0.3176470588235294/0.7586206896551724, 
69, 1, 19, 10, 100, 1.1452505247933524, 59.598214285714285, 99.10714285714286, 0.8444444444444444/0.28735632183908044/0.8/0.04395604395604396/0.25/0.7065217391304348/1.0/1.0/0.43333333333333335/0.574468085106383, 
70, 1, 20, 10, 100, 1.1190085581370763, 64.50892857142857, 99.55357142857143, 0.15730337078651685/0.989247311827957/0.9347826086956522/0.7252747252747253/0.550561797752809/0.7303370786516854/0.2235294117647059/1.0/0.03571428571428571/1.0, 
71, 1, 21, 10, 100, 1.1080884507724218, 63.950892857142854, 99.77678571428571, 0.6304347826086957/0.8936170212765957/0.8181818181818182/0.16129032258064516/0.9431818181818182/0.36363636363636365/0.3956043956043956/1.0/0.3448275862068966/0.8409090909090909, 
72, 1, 22, 10, 100, 1.083876269204276, 61.27232142857143, 100.0, 0.5555555555555556/0.4946236559139785/0.8777777777777778/0.09090909090909091/0.04597701149425287/0.967391304347826/0.9886363636363636/1.0/0.9666666666666667/0.13186813186813187, 
73, 1, 23, 10, 100, 1.0451490793909346, 76.22767857142857, 99.88839285714286, 0.5647058823529412/0.872093023255814/0.8172043010752689/0.5604395604395604/0.9111111111111111/0.9213483146067416/0.5340909090909091/1.0/0.43478260869565216/0.9891304347826086, 
74, 1, 24, 10, 100, 1.0234675237110682, 71.76339285714286, 99.66517857142857, 0.17391304347826086/0.8888888888888888/0.989247311827957/0.4117647058823529/1.0/0.8021978021978022/0.45652173913043476/1.0/0.5647058823529412/0.8735632183908046, 
75, 1, 25, 10, 100, 0.9931110739707947, 76.22767857142857, 100.0, 0.7802197802197802/0.7142857142857143/0.8241758241758241/0.2777777777777778/0.6292134831460674/0.9775280898876404/0.989010989010989/1.0/0.632183908045977/0.788235294117647, 
76, 1, 26, 10, 100, 0.9590303472110203, 81.80803571428571, 100.0, 0.5164835164835165/0.9876543209876543/0.8723404255319149/0.6629213483146067/0.8505747126436781/0.9438202247191011/0.9550561797752809/1.0/0.8888888888888888/0.532608695652174, 
77, 1, 27, 10, 100, 0.9632393717765808, 71.65178571428571, 100.0, 0.6022727272727273/0.5555555555555556/0.872093023255814/0.29069767441860467/1.0/0.9361702127659575/0.449438202247191/1.0/0.5376344086021505/0.8977272727272727, 
78, 1, 28, 10, 100, 0.9675393530300685, 79.79910714285714, 100.0, 0.3977272727272727/0.9883720930232558/0.946236559139785/0.43010752688172044/0.7252747252747253/0.9540229885057471/0.8876404494382022/1.0/0.9540229885057471/0.7204301075268817, 
79, 1, 29, 10, 100, 0.9579807094165257, 80.91517857142857, 100.0, 0.38636363636363635/0.9368421052631579/0.9239130434782609/0.6162790697674418/0.7528089887640449/0.7555555555555555/0.9032258064516129/1.0/0.9662921348314607/0.8275862068965517, 
80, 1, 30, 10, 100, 0.926670253276825, 79.01785714285714, 99.88839285714286, 0.6136363636363636/1.0/0.9101123595505618/0.10989010989010989/0.8791208791208791/0.9555555555555556/0.9263157894736842/1.0/0.5172413793103449/0.9886363636363636, 
81, 1, 31, 10, 100, 0.8870376348495483, 85.9375, 100.0, 0.6292134831460674/1.0/0.8690476190476191/0.7045454545454546/0.8602150537634409/0.9888888888888889/0.9565217391304348/1.0/0.9578947368421052/0.6179775280898876, 
82, 1, 32, 10, 100, 0.883670449256897, 87.27678571428571, 100.0, 0.8202247191011236/1.0/0.8461538461538461/0.8387096774193549/0.9090909090909091/0.8809523809523809/0.9666666666666667/1.0/0.9789473684210527/0.4945054945054945, 
83, 1, 33, 10, 100, 0.864746459892818, 89.73214285714286, 100.0, 0.6813186813186813/1.0/0.8651685393258427/0.7888888888888889/0.9310344827586207/0.9120879120879121/0.9204545454545454/1.0/0.956989247311828/0.9213483146067416, 
84, 1, 34, 10, 100, 0.859944931098393, 89.28571428571429, 100.0, 0.7391304347826086/0.978494623655914/0.8876404494382022/0.6067415730337079/0.9/0.9897959183673469/0.9550561797752809/1.0/0.9885057471264368/0.8953488372093024, 
85, 1, 35, 10, 100, 0.8396932056971959, 86.83035714285714, 100.0, 0.6043956043956044/1.0/0.875/0.6304347826086957/0.9418604651162791/0.967391304347826/0.9545454545454546/1.0/0.7727272727272727/0.945054945054945, 
86, 1, 36, 10, 100, 0.8320980327469962, 87.27678571428571, 100.0, 0.4883720930232558/1.0/0.8854166666666666/0.735632183908046/0.9893617021276596/0.9662921348314607/0.9080459770114943/1.0/0.8105263157894737/0.9285714285714286, 
87, 1, 37, 10, 100, 0.8237747805459159, 85.9375, 100.0, 0.7142857142857143/0.9767441860465116/0.8620689655172413/0.717391304347826/0.9891304347826086/0.9680851063829787/0.8636363636363636/1.0/0.9777777777777777/0.5217391304347826, 
88, 1, 38, 10, 100, 0.8183357971055167, 88.16964285714286, 100.0, 0.6914893617021277/1.0/0.898876404494382/0.7471264367816092/0.9523809523809523/0.9247311827956989/0.9318181818181818/1.0/0.9340659340659341/0.7578947368421053, 
89, 1, 39, 10, 100, 0.8096731901168823, 89.17410714285714, 100.0, 0.7419354838709677/1.0/0.8681318681318682/0.7692307692307693/0.898876404494382/0.9662921348314607/0.963855421686747/1.0/0.7701149425287356/0.946236559139785, 
90, 1, 40, 10, 100, 0.8018366609300885, 87.94642857142857, 100.0, 0.8275862068965517/1.0/0.8636363636363636/0.6853932584269663/0.9431818181818182/1.0/0.9534883720930233/1.0/0.5591397849462365/0.967741935483871, 
91, 1, 41, 10, 100, 0.7913377370153155, 87.72321428571429, 100.0, 0.7701149425287356/1.0/0.9176470588235294/0.7362637362637363/0.9213483146067416/0.9782608695652174/0.9230769230769231/1.0/0.5357142857142857/0.9565217391304348, 
92, 1, 42, 10, 100, 0.7956699303218296, 86.04910714285714, 100.0, 0.627906976744186/1.0/0.8777777777777778/0.7021276595744681/0.9438202247191011/0.9879518072289156/0.9550561797752809/1.0/0.5393258426966292/0.96875, 
93, 1, 43, 10, 100, 0.7821572933878217, 89.62053571428571, 100.0, 0.7159090909090909/1.0/0.8837209302325582/0.7865168539325843/0.9230769230769231/0.9651162790697675/0.9555555555555556/1.0/0.7555555555555555/0.967741935483871, 
94, 1, 44, 10, 100, 0.7845865658351353, 87.72321428571429, 100.0, 0.6344086021505376/1.0/0.8888888888888888/0.7951807228915663/0.8953488372093024/0.9540229885057471/0.946236559139785/1.0/0.7340425531914894/0.9333333333333333, 
95, 1, 45, 10, 100, 0.7796820572444371, 90.51339285714286, 100.0, 0.7666666666666667/1.0/0.8850574712643678/0.8/0.9090909090909091/0.9772727272727273/0.9333333333333333/1.0/0.8372093023255814/0.9354838709677419, 
96, 1, 46, 10, 100, 0.7809213740485055, 89.95535714285714, 100.0, 0.8111111111111111/1.0/0.8809523809523809/0.7752808988764045/0.9090909090909091/0.9775280898876404/0.956989247311828/1.0/0.7640449438202247/0.9148936170212766, 
97, 1, 47, 10, 100, 0.7807043365069798, 89.73214285714286, 100.0, 0.8241758241758241/1.0/0.8555555555555555/0.776595744680851/0.9195402298850575/0.9764705882352941/0.9545454545454546/1.0/0.7684210526315789/0.9230769230769231, 
98, 1, 48, 10, 100, 0.7799118672098432, 89.0625, 100.0, 0.7752808988764045/1.0/0.8829787234042553/0.7752808988764045/0.9186046511627907/0.9764705882352941/0.9444444444444444/1.0/0.7368421052631579/0.9130434782608695, 
99, 1, 49, 10, 100, 0.7775736365999494, 90.625, 100.0, 0.7865168539325843/1.0/0.8764044943820225/0.7906976744186046/0.9130434782608695/0.9782608695652174/0.9540229885057471/1.0/0.8235294117647058/0.925531914893617, 
